event-id,visible,timestamp,location-long,location-lat,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
27198061048,true,2003-03-25 00:00:00.000,16.071,2.112,"B","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061049,true,2003-03-26 00:00:00.000,16.101,2.11,"B","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061050,true,2003-03-26 00:00:00.000,16.082,2.108,"B","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061051,true,2003-03-28 00:00:00.000,16.07,2.109,"2","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061052,true,2003-03-28 00:00:00.000,16.074,2.106,"A","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061053,true,2003-03-28 00:00:00.000,16.063,2.098,"1","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061054,true,2003-03-29 00:00:00.000,16.086,2.102,"2","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061055,true,2003-03-30 00:00:00.000,16.073,2.101,"3","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061056,true,2003-03-30 00:00:00.000,16.081,2.097,"3","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061057,true,2003-03-30 00:00:00.000,16.089,2.108,"B","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061058,true,2003-03-31 00:00:00.000,16.071,2.111,"A","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061059,true,2003-03-31 00:00:00.000,16.09,2.095,"B","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061060,true,2003-03-31 00:00:00.000,16.074,2.092,"B","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061061,true,2003-04-01 00:00:00.000,16.094,2.108,"A","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061062,true,2003-04-01 00:00:00.000,16.075,2.095,"A","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061063,true,2003-04-01 00:00:00.000,16.094,2.108,"A","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061064,true,2003-04-01 00:00:00.000,16.075,2.095,"A","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061065,true,2003-04-02 00:00:00.000,16.083,2.09,"3","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061066,true,2003-04-02 00:00:00.000,16.088,2.092,"A","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061067,true,2003-04-02 00:00:00.000,16.089,2.091,"2","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061068,true,2003-04-03 00:00:00.000,16.08,2.098,"2","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061069,true,2003-04-03 00:00:00.000,16.082,2.099,"A","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061070,true,2003-04-03 00:00:00.000,16.083,2.098,"3","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061071,true,2003-04-04 00:00:00.000,16.065,2.098,"B","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061072,true,2003-04-05 00:00:00.000,16.049,2.136,"A","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061073,true,2003-04-05 00:00:00.000,16.121,2.132,"B","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061074,true,2003-04-06 00:00:00.000,16.09,2.122,"2","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061075,true,2003-04-07 00:00:00.000,16.067,2.107,"A","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061076,true,2003-04-07 00:00:00.000,16.078,2.115,"B","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061077,true,2003-04-07 00:00:00.000,16.06,2.106,"B","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061078,true,2003-04-08 00:00:00.000,16.081,2.1,"B","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061079,true,2003-04-09 00:00:00.000,16.063,2.088,"1","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061080,true,2003-04-09 00:00:00.000,16.018,2.077,"0","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061081,true,2003-04-09 00:00:00.000,16.079,2.089,"3","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061082,true,2003-04-10 00:00:00.000,16.091,2.093,"A","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061083,true,2003-04-10 00:00:00.000,16.041,2.079,"1","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061084,true,2003-04-11 00:00:00.000,16.083,2.091,"2","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061085,true,2003-04-11 00:00:00.000,16.079,2.088,"2","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061086,true,2003-04-11 00:00:00.000,16.078,2.091,"A","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061087,true,2003-04-12 00:00:00.000,16.081,2.076,"B","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061088,true,2003-04-13 00:00:00.000,16.077,2.083,"B","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061089,true,2003-04-13 00:00:00.000,16.071,2.083,"2","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061090,true,2003-04-14 00:00:00.000,16.075,2.091,"2","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061091,true,2003-04-14 00:00:00.000,16.078,2.088,"2","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061092,true,2003-04-15 00:00:00.000,16.072,2.088,"A","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061093,true,2003-04-15 00:00:00.000,16.078,2.088,"3","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061094,true,2003-04-15 00:00:00.000,16.069,2.082,"A","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061095,true,2003-04-16 00:00:00.000,16.075,2.084,"B","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061096,true,2003-04-16 00:00:00.000,16.076,2.082,"A","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061097,true,2003-04-17 00:00:00.000,16.042,2.076,"A","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061098,true,2003-04-17 00:00:00.000,16.077,2.067,"B","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061099,true,2003-04-17 00:00:00.000,16.073,2.071,"B","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061100,true,2003-04-18 00:00:00.000,16.065,2.083,"1","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061101,true,2003-04-18 00:00:00.000,16.067,2.073,"B","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061102,true,2003-04-19 00:00:00.000,16.074,2.079,"A","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
27198061103,true,2003-04-19 00:00:00.000,16.082,2.078,"B","argos-doppler-shift",,"#2784113184","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2003-2004]"
